event,avgTweetLength_orig,numTweets_orig,credCount-2_ret,credCount-1_ret,credCount0_ret,credCount1_ret,credCount2_ret,P_ca_ret,Credibility_Class_Name_ret,Credibility_Class_Number_ret,cscw_predictor
king_martin_luther-20150119_130240-20150119_135533-20150119_145614,15.33594752,151991,0,0,0,1,29,0.966666667,Perfect,1,2
game_royals_big-20141021_194259-20141021_205242,17.24406266,1979,1,0,2,6,21,0.7,Moderate,3,3
scott_long_after-20150104_145339-20150104_155443,19.60348537,4648,0,0,0,3,27,0.9,Perfect,1,3
call_catch_cowboys-20150111_144629-20150111_155923,19.74221542,1959,1,0,1,6,22,0.733333333,Moderate,3,1
johnny_manziel_first-20141214_131429-20141214_141433,16.0872591,5604,0,0,1,4,25,0.833333333,High,2,2
#sydneysiege_sydney_hostage-20141215_022450-20141215_034504,14.90166229,5715,0,0,0,4,26,0.866666667,High,2,3
cowboys_eagles_game-20141127_194804-20141127_210339,14.70119471,7868,0,0,0,2,28,0.933333333,Perfect,1,1
real_madrid_goal-20150218_151251-20150218_162319,13.1020904,17700,0,1,0,4,25,0.833333333,High,2,2
#sotu_obama_work-20150120_202650-20150120_203149-20150120_204136-20150120_214014-20150120_225904,18.76762038,1433,1,0,1,8,20,0.666666667,Moderate,3,4
kobe_lebron_game-20150116_000831-20150116_013210,16.57049892,2305,0,0,1,3,26,0.866666667,High,2,3
eddie_oscars_redmayne-20150222_233635-20150223_003309,14.74553392,14890,0,0,1,2,27,0.9,Perfect,1,2
#jesuischarlie_#charliehebdo_paris-20150107_164147-20150107_175052,12.77195414,7937,1,0,0,2,27,0.9,Perfect,1,1
president_fell_zimbabwe-20150206_192446-20150206_202810-20150206_213736,14.12461059,1605,0,0,1,6,23,0.766666667,Moderate,3,1
malaysia_win_final-20141211_065315-20141211_081537,17.01923077,156,1,0,0,1,28,0.933333333,Perfect,1,4
henry_football_legend-20141216_010150-20141216_022922,14.78607595,2370,0,1,1,6,22,0.733333333,Moderate,3,3
cutler_win_bears-20141215_222932-20141215_234130,19.8,140,1,5,0,6,18,0.6,Moderate,3,2
parliament_police_shooting-20141022_113914-20141022_122656-20141022_123607-20141022_134245,15.88302703,4625,0,0,0,1,29,0.966666667,Perfect,1,3
brittany_maynard_death-20141102_215536-20141102_225338,14.3456869,3130,0,0,0,2,28,0.933333333,Perfect,1,3
king_martin_luther-20150119_155550-20150119_165433,15.25311266,86582,0,0,2,3,25,0.833333333,High,2,3
paris_france_attack-20150111_012616-20150111_024734-20150111_041838,15.45609928,26913,0,0,1,3,26,0.866666667,High,2,4
liverpool_arsenal_game-20141221_123516-20141221_134059,14.84148021,5810,1,0,2,3,24,0.8,High,2,3
bumgarner_madison_series-20141029_202557-20141029_213422,16.61670603,13971,1,0,1,1,27,0.9,Perfect,1,3
last_taveras_bat-20141026_224555-20141026_234944,13.80746562,509,0,0,1,6,23,0.766666667,Moderate,3,1
eddie_redmayne_oscar-20150222_233635-20150223_003309,14.9149431,24078,0,0,1,2,27,0.9,Perfect,1,1
scott_rip_sad-20150104_110633-20150104_120216,14.79206781,9556,0,0,0,3,27,0.9,Perfect,1,1
gea_david_keeper-20141214_091758-20141214_100529,15.55956113,1276,1,0,7,5,17,0.566666667,Low,4,3
scott_rip_him-20150104_092526-20150104_101520,19.26184006,5152,0,0,0,3,27,0.9,Perfect,1,1
costa_diego_charged-20150128_121053-20150128_132822-20150128_142806-20150128_143956-20150128_144646,16.01038961,2310,0,0,0,0,30,1,Perfect,1,3
seahawks_game_packers-20150118_160427-20150118_171310,15.60430576,28009,0,0,1,1,28,0.933333333,Perfect,1,2
gerrard_steven_liverpool-20150102_115442-20150102_131015,15.45636373,93145,0,0,0,9,21,0.7,Moderate,3,2
kanye_#grammys_paul-20150208_204025-20150208_213235,14.80502928,2903,0,0,2,4,24,0.8,High,2,1
boy_shot_accidentally-20141230_135246-20141230_150702,18.81486146,1588,0,0,2,4,24,0.8,High,2,2
oscar_taveras_family-20141026_203427-20141026_214132,17.91438464,3177,0,1,0,2,27,0.9,Perfect,1,2
junior_friends_malanda-20150110_131157-20150110_141440,17.95905172,464,0,0,0,4,26,0.866666667,High,2,2
plane_river_transasia-20150204_011300-20150204_022809,14.38041867,16863,0,0,0,1,29,0.966666667,Perfect,1,2
hughes_rip_phil-20141127_090222-20141127_100244,11.20183238,40603,0,0,1,2,27,0.9,Perfect,1,1
school_children_attack-20141216_085228-20141216_094658,16.11172161,15288,0,0,1,4,25,0.833333333,High,2,2
#peshawarattack_pakistan_death-20141217_013906-20141217_031435,15.98920378,741,1,0,0,4,25,0.833333333,High,2,3
kendrick_dodgers_howie-20141211_000747-20141211_015325,14.26749689,4015,0,1,0,3,26,0.866666667,High,2,4
breaking_jones_positive-20150106_153716-20150106_165237,16.95802469,810,0,0,0,3,27,0.9,Perfect,1,3
ebola_after_says-20141027_110202-20141027_113630-20141027_124913,18.68880455,1581,1,1,3,6,19,0.633333333,Moderate,3,3
reus_marco_contract-20150210_072918-20150210_083048,14.88794326,4230,0,0,0,8,22,0.733333333,Moderate,3,2
howe_watch_gordie-20141028_190105-20141028_200824,16.66666667,27,0,0,2,7,21,0.7,Moderate,3,2
williams_brian_news-20150210_204625-20150210_215426-20150210_222243,15.52399686,82865,0,0,0,0,30,1,Perfect,1,3
fsu_shooting_police-20141120_053830-20141120_063341,14.47191888,1282,0,0,1,2,27,0.9,Perfect,1,4
torture_cia_report-20141209_104701-20141209_115057-20141209_125302-20141209_125437,14.51919738,67379,1,1,4,6,18,0.6,Moderate,3,3
kemp_our_matt-20141211_093100-20141211_104451,19.44578313,83,0,1,0,4,25,0.833333333,High,2,3
omg_taylor_#grammys-20150208_183650-20150208_194148,11.60902256,266,2,0,3,10,15,0.5,Low,4,1
saints_packers_game-20141026_224555-20141026_234944,15.28994083,3549,0,0,2,2,26,0.866666667,High,2,3
united_chelsea_manchester-20141026_040958-20141026_052917,12.54848609,9776,1,0,0,3,26,0.866666667,High,2,2
white_#chapelhillshooting_muslim-20150211_090748-20150211_101625,18.72313167,1405,3,0,0,4,23,0.766666667,Moderate,3,3
lebron_wade_heat-20141225_175116-20141225_185925,16.46454495,3582,0,0,0,6,24,0.8,High,2,2
live_ebola_doctor-20141117_110709-20141117_120919,15.17094017,117,1,0,1,3,25,0.833333333,High,2,3
singapore_contact_indonesia-20141227_204757-20141227_215638,15.29828439,9501,0,0,2,3,25,0.833333333,High,2,2
game_cowboys_yeah-20150104_165315-20150104_174955,16.15261044,249,3,0,2,5,20,0.666666667,Moderate,3,3
sydney_#sydneysiege_hostage-20141214_215027-20141214_225206,14.90610134,4835,0,0,0,6,24,0.8,High,2,1
arsenal_liverpool_shots-20141221_123516-20141221_134059,15.76371308,474,2,0,2,7,19,0.633333333,Moderate,3,3
carlyle_randy_leafs-20150106_091105-20150106_100854,13.84219481,4702,1,0,0,2,27,0.9,Perfect,1,1
sturridge_weeks_after-20141119_105639-20141119_115626,16.44554455,404,0,0,1,10,19,0.633333333,Moderate,3,1
ebola_obama_said-20141017_081818-20141017_092258,18.12249786,5845,3,2,5,8,12,0.4,Low,4,3
north_internet_korea-20141222_172214-20141222_182413,13.563502,40731,1,0,1,5,23,0.766666667,Moderate,3,3
tom_#grammys_jones-20150208_183650-20150208_194148,12.8354706,4133,0,0,0,7,23,0.766666667,Moderate,3,3
city_villa_chelsea-20150207_104829-20150207_113807,15.86679631,4114,1,0,0,5,24,0.8,High,2,3
liverpool_everton_game-20150207_123059-20150207_132908,15.3434882,1313,0,0,2,2,26,0.866666667,High,2,3
staffers_congressional_walk-20141211_145418-20141211_155931-20141211_163752,14.3933518,3971,1,0,0,2,27,0.9,Perfect,1,1
manchester_derby_great-20141102_034232-20141102_045904,15.89933993,606,2,1,6,5,16,0.533333333,Low,4,3
won_ariana_mtv-20141109_195146-20141109_210848,16.82978723,94,1,1,1,2,25,0.833333333,High,2,2
grammys_watch_grammy-20150208_183650-20150208_194148,14.91454864,4564,0,1,0,6,23,0.766666667,Moderate,3,3
gay_tim_cook-20141030_070649-20141030_081334,16.03848987,5430,0,0,2,2,26,0.866666667,High,2,3
chelsea_liverpool_#cfcvlfc-20150127_153325-20150127_163006-20150127_173421,13.26978723,1175,0,0,1,2,27,0.9,Perfect,1,3
everyone_sydney_gets-20141215_090056-20141215_094723,15.96242038,1570,0,0,5,9,16,0.533333333,Low,4,3
points_klay_thompson-20150124_041636-20150124_053040,15.85369088,6787,0,0,0,2,28,0.933333333,Perfect,1,1
smith_after_mike-20141229_084729-20141229_093750,15.36714727,1942,0,0,0,3,27,0.9,Perfect,1,3
patriots_game_balls-20150121_073728-20150121_084702,16.90838185,9103,1,0,3,3,23,0.766666667,Moderate,3,2
game_texas_alabama-20141018_172110-20141018_184018,14.81921618,1582,0,1,0,5,24,0.8,High,2,3
#illridewithyou_australians_muslims-20141215_090056-20141215_094723,14.41273451,1759,0,0,3,8,19,0.633333333,Moderate,3,2
year_artist_#amas-20141016_203448-20141016_213927,8.756238691,108877,1,0,9,4,16,0.533333333,Low,4,3
#chapelhillshooting_media_muslim-20150211_063150-20150211_075434,17.32579746,3229,0,0,2,6,22,0.733333333,Moderate,3,2
#oscars_red_carpet-20150222_180855-20150222_190326,15.3358848,13195,0,1,0,3,26,0.866666667,High,2,3
tom_first_touchdown-20150201_180914-20150201_190521-20150201_192412-20150201_194915,16.84126984,126,0,0,0,5,25,0.833333333,High,2,2
chelsea_liverpool_costa-20150127_174554-20150127_174809-20150127_175237-20150127_190554-20150127_193,15.61487847,7447,0,0,1,8,21,0.7,Moderate,3,2
red_#grammys_carpet-20150208_183650-20150208_194148,14.35971573,10272,1,0,0,3,26,0.866666667,High,2,2
henry_football_goals-20141216_064345-20141216_075524,17.01517707,1186,0,1,0,6,23,0.766666667,Moderate,3,2
hughes_phil_rip-20141127_125341-20141127_140428,11.28489864,15588,0,0,0,1,29,0.966666667,Perfect,1,3
interview_sony_watch-20141224_114454-20141224_123850,16.60136674,8341,0,0,0,5,25,0.833333333,High,2,2
xbox_squad_down-20141225_152909-20141225_164115,17.90871122,5028,1,0,2,8,19,0.633333333,Moderate,3,3
tonight_rivers_believe-20141023_225011-20141024_001313,16.57142857,7,1,3,5,7,14,0.466666667,Low,4,2
missing_flight_plane-20141228_023240-20141228_035311,15.79211537,10679,0,0,0,2,28,0.933333333,Perfect,1,3
taylor_cat_national-20141029_135509-20141029_150242,15.39917695,243,1,0,2,10,17,0.566666667,Low,4,2
patriots_seahawks_brady-20150202_083142-20150202_092746,16.41821463,13297,0,0,1,2,27,0.9,Perfect,1,3
romney_president_mitt-20150130_120327-20150130_125646,15.55952595,11138,0,1,1,0,28,0.933333333,Perfect,1,2
giants_series_win-20141029_224319-20141029_234451,15.83648087,32724,0,0,0,0,30,1,Perfect,1,3
coach_smith_head-20141229_103731-20141229_113938,15.56290228,1709,0,1,0,5,24,0.8,High,2,1
yams_asap_rip-20150118_134323-20150118_145322,6.88476532,12826,0,0,0,7,23,0.766666667,Moderate,3,2
gurley_todd_games-20141029_080253-20141029_090256,17.59763896,2033,1,0,2,6,21,0.7,Moderate,3,1
taliban_school_children-20141216_035652-20141216_052328,15.69391754,11229,0,0,0,5,25,0.833333333,High,2,2
giants_game_series-20141025_225643-20141026_000619,17.02366342,23792,0,1,1,4,23,0.793103448,Moderate,3,4
hill_#chapelhillshooting_women-20150212_022952-20150212_040616,16.875,16,0,1,0,4,25,0.833333333,High,2,2
silva_diaz_anderson-20150203_203925-20150203_204506-20150203_205905-20150203_215952,15.15362437,27053,0,0,0,3,27,0.9,Perfect,1,2
obama_news_general-20141107_174706-20141107_190445,13.76212409,3691,0,0,1,2,27,0.9,Perfect,1,1
check_haha_#grammys-20150208_183650-20150208_194148,12,1,1,6,7,5,11,0.366666667,Low,4,3
madrid_real_road-20150207_104829-20150207_113807,18.99595142,247,0,0,7,6,17,0.566666667,Low,4,1
#grammys_congrats_win-20150208_183650-20150208_194148,14.89895988,1346,0,1,1,2,26,0.866666667,High,2,4
tina_amy_#goldenglobes-20150111_221201-20150111_232952,13.94055453,13525,0,0,1,0,29,0.966666667,Perfect,1,3
year_australia_sydney-20141231_071741-20141231_081731,14.2704698,2980,0,0,0,0,30,1,Perfect,1,2
pro_bowl_andy-20150120_102043-20150120_104231-20150120_114811,15.53995601,5456,1,1,0,6,22,0.733333333,Moderate,3,1
ebola_#ebola_travel-20141016_131147-20141016_141629-20141016_143758-20141016_144024-20141016_144422-,17.76219435,7893,2,2,6,10,10,0.333333333,Low,4,3
lions_bears_game-20141127_125341-20141127_140428,15.7108181,3337,0,0,4,3,23,0.766666667,Moderate,3,2
steelers_ravens_game-20150103_211333-20150103_212358-20150103_222031,15.75157826,15365,1,0,1,5,23,0.766666667,Moderate,3,3
ebola_white_health-20141016_012559-20141016_030253,15.81313131,1188,0,1,1,5,23,0.766666667,Moderate,3,3
state_oregon_florida-20150101_161018-20150101_173005,14.06203585,38107,0,0,1,3,26,0.866666667,High,2,1
paris_police_killed-20150109_105532-20150109_115612-20150109_124830,15.85861592,9407,0,0,0,7,23,0.766666667,Moderate,3,1
fav_game_canada-20150105_211143-20150105_233051,14.88888889,27,2,0,2,1,25,0.833333333,High,2,3
game_durant_kevin-20141218_235306-20141219_012117,17.00195695,1022,0,0,0,4,26,0.866666667,High,2,3
total_ceo_crash-20141021_005137-20141021_022035,15.21551404,8083,0,0,0,0,30,1,Perfect,1,1
state_penn_game-20141025_225643-20141026_000619,15.30653458,5249,0,1,3,7,19,0.633333333,Moderate,3,2
taylor_grammys_video-20150209_074212-20150209_083849,15.17214912,912,0,0,0,4,26,0.866666667,High,2,3
speech_jimmy_july-20150104_110633-20150104_120216,16.51533742,163,1,0,0,5,24,0.8,High,2,1
williams_brian_full-20150207_191745-20150207_202057,16.0295858,676,1,1,5,6,17,0.566666667,Low,4,3
memphis_byu_game-20141222_172214-20141222_182413,12.94286889,4866,0,0,0,3,27,0.9,Perfect,1,3
school_jones_cardale-20150115_170445-20150115_182144,16.64438412,5894,0,1,2,3,24,0.8,High,2,3
chelsea_liverpool_goal-20141108_055529-20141108_071133,13.07946906,5801,2,0,0,4,24,0.8,High,2,3
oscar_renta_fashion-20141021_035622-20141021_052319,15.86394437,39550,0,0,0,1,29,0.966666667,Perfect,1,1
killed_two_soldiers-20150128_095729-20150128_110141,14.89254902,2550,0,0,0,7,23,0.766666667,Moderate,3,3
queen_first_tweet-20141024_075554-20141024_090342,13.93603276,17337,0,0,0,0,30,1,Perfect,1,1
taylor_swift_grammys-20150208_222440-20150208_231446,14.36080368,32799,1,0,0,6,23,0.766666667,Moderate,3,4
kanye_brunch_kim-20150207_163228-20150207_171503-20150207_181543,17.32792208,616,0,0,1,5,24,0.8,High,2,2
come_game_united-20141214_073154-20141214_082820,14.15130941,1031,1,0,4,10,15,0.5,Low,4,3
gay_apple_heart-20141030_154452-20141030_165533,18.25,16,0,2,4,2,22,0.733333333,Moderate,3,3
arkansas_win_team-20141122_184022-20141122_195019,21.23076923,208,0,0,2,3,25,0.833333333,High,2,2
gay_apple_tim-20141030_180732-20141030_191622,16.47376789,3774,0,0,2,3,25,0.833333333,High,2,3
traded_knight_phoenix-20150219_131512-20150219_142250,15.46428571,672,0,0,0,4,26,0.866666667,High,2,3
chelsea_liverpool_hazard-20150120_130112-20150120_135909,14.48089701,4816,0,0,0,5,25,0.833333333,High,2,1
lynda_after_bellingham-20141020_051557-20141020_064249,14.13092852,1497,0,0,0,2,28,0.933333333,Perfect,1,1
off_royals_giants-20141029_224319-20141029_234451,18.10120282,2411,0,0,0,2,28,0.933333333,Perfect,1,2
sydney_police_#sydneysiege-20141215_103623-20141215_113554,15.08234403,3959,0,0,0,6,24,0.8,High,2,2
game_army_navy-20141213_145400-20141213_160210,13.86576267,15413,0,0,0,2,28,0.933333333,Perfect,1,2
game_championship_national-20150105_094502-20150105_104053,15.979302,15702,0,0,1,1,28,0.933333333,Perfect,1,1
video_christians_isis-20150215_223845-20150216_000651,14.09119171,6755,0,0,0,7,23,0.766666667,Moderate,3,3
henry_thierry_read-20141216_104436-20141216_120017,12.93247521,4739,0,0,1,3,26,0.866666667,High,2,3
korea_obama_north-20141227_003833-20141227_015555,15.52793551,42795,1,0,2,7,20,0.666666667,Moderate,3,2
peyton_manning_record-20141019_203950-20141019_215325,15.6341062,35237,1,0,1,2,26,0.866666667,High,2,1
police_copenhagen_man-20150214_235643-20150215_011903-20150215_023754,15.02916032,8539,0,0,0,4,26,0.866666667,High,2,1
free_ebola_nigeria-20141020_015520-20141020_034009,12.90752527,26710,0,0,1,2,27,0.9,Perfect,1,2
max_scherzer_via-20150118_224552-20150118_235642,13.79069767,86,1,0,0,2,27,0.9,Perfect,1,1
#indvspak_india_pakistan-20150215_040639-20150215_053547,15.63230267,13163,0,0,0,5,25,0.833333333,High,2,2
arsenal_liverpool_game-20141221_102623-20141221_112747,14.82405807,5786,0,0,0,7,23,0.766666667,Moderate,3,2
live_scott_cancer-20150104_145339-20150104_155443,22.65299685,4755,0,0,0,3,27,0.9,Perfect,1,3
game_seahawks_win-20150110_225406-20150111_000804,17.46803069,1564,0,0,0,1,29,0.966666667,Perfect,1,3
ronaldo_ballon_messi-20150112_150336-20150112_161856,15.95020829,35287,0,0,0,4,26,0.866666667,High,2,1
#oscarnoms_congrats_oscar-20150115_082957-20150115_091955,15.30651341,261,0,0,0,3,27,0.9,Perfect,1,3
photo_sydney_cafe-20141214_235644-20141215_010737,14.20936475,6706,0,1,0,3,26,0.866666667,High,2,3
chris_breaking_season-20150221_163914-20150221_174430,19.79334917,421,0,0,0,2,28,0.933333333,Perfect,1,3
chris_#oscars_evans-20150222_200058-20150222_205845,11.43971061,1244,0,1,4,5,20,0.666666667,Moderate,3,3
taylor_west_kanye-20150211_113533-20150211_125933,14.88252623,19349,0,1,3,6,20,0.666666667,Moderate,3,2
win_arsenal_leicester-20150210_135345-20150210_144503-20150210_155635-20150210_161221,16.4496788,1401,0,0,0,5,25,0.833333333,High,2,3
obama_internet_net-20141110_100538-20141110_112054,15.62097227,8907,0,0,1,5,24,0.8,High,2,2
torture_cia_report-20141209_181806-20141209_193826,14.52529035,60616,0,0,1,4,25,0.833333333,High,2,3
hayward_game_gordon-20141105_212924-20141105_223420,13.66745144,1699,0,0,1,1,28,0.933333333,Perfect,1,1
virgin_flight_landing-20141229_103731-20141229_113938,15.72491803,3050,0,0,1,2,27,0.9,Perfect,1,2
goals_messi_king-20150124_140741-20150124_151537,16.89772727,88,0,0,2,3,25,0.833333333,High,2,3
jameis_winston_nfl-20150107_100842-20150107_112852,15.12432258,12363,0,0,1,2,27,0.9,Perfect,1,3
real_madrid_game-20150207_123059-20150207_132908,15.78640284,3942,0,0,1,7,22,0.733333333,Moderate,3,3
president_rousseff_dilma-20141026_183016-20141026_192928,14.39258794,7960,0,0,0,2,28,0.933333333,Perfect,1,3
game_hate_ohio-20150101_233743-20150102_004727,20.20634921,504,0,1,7,4,18,0.6,Moderate,3,1
children_#peshawarattack_pakistan-20141216_153849-20141216_164712,16.92713667,2539,1,0,1,3,25,0.833333333,High,2,3
news_united_real-20150109_134840-20150109_150228,16.40353614,1923,0,1,3,12,14,0.466666667,Low,4,3
report_torture_most-20141210_103833-20141210_113610,14.55365999,5041,1,1,2,6,20,0.666666667,Moderate,3,3
goal_arsenal_hull-20141018_103241-20141018_112907,14.2334848,2861,0,1,1,3,25,0.833333333,High,2,3
bjp_haryana_maharashtra-20141018_223816-20141018_235231,16.71541894,10085,0,0,1,8,21,0.7,Moderate,3,1
rodgers_cowboys_romo-20150111_122245-20150111_133606,17.50405186,1234,2,0,1,2,25,0.833333333,High,2,3
#chapelhillshooting_muslim_media-20150211_142604-20150211_155244,17.16958135,3774,1,1,4,5,19,0.633333333,Moderate,3,1
liverpool_qpr_game-20141019_091953-20141019_102237,14.62649049,3103,0,1,0,5,24,0.8,High,2,2
god_golden_awards-20150115_101528-20150115_104504-20150115_104544-20150115_105409-20150115_105707-20,15.62962963,189,1,1,7,5,16,0.533333333,Low,4,3
#chapelhillshooting_muslim_media-20150211_090748-20150211_101625,17.19443672,3595,2,0,2,4,22,0.733333333,Moderate,3,2
age_trailer_ultron-20141023_082640-20141023_092640,13.56539383,118528,0,0,0,0,30,1,Perfect,1,3
police_nypd_officers-20141221_174117-20141221_185120,16.26742424,18480,0,0,1,2,27,0.9,Perfect,1,4
oscars_#oscars_better-20150222_200058-20150222_205845,15.10967251,6565,0,1,10,2,16,0.551724138,Low,4,3
plane_crash_taiwan-20150204_062513-20150204_073049,13.13218431,28430,0,0,0,0,30,1,Perfect,1,3
game_osu_bama-20150101_233743-20150102_004727,16.99160701,4051,1,0,2,3,24,0.8,High,2,2
marrone_doug_coach-20141231_173940-20141231_190114,16.79242676,3618,0,0,0,1,29,0.966666667,Perfect,1,1
liverpool_first_bournemouth-20141217_145012-20141217_162737,13.19795222,293,0,0,1,8,21,0.7,Moderate,3,3
gay_tim_cook-20141030_091023-20141030_100813,16.12563758,3725,1,0,1,3,25,0.833333333,High,2,4
host_patrick_neil-20141015_161647-20141015_172214,14.04815949,13393,0,0,0,0,30,1,Perfect,1,3
fans_chelsea_racist-20150218_055117-20150218_065859,15.95545356,14816,0,0,1,4,25,0.833333333,High,2,3
lynch_marshawn_play-20150202_083142-20150202_092746,16.25632986,12757,0,0,1,5,24,0.8,High,2,2
ryan_mallett_starting-20141105_122029-20141105_133004,13.70837642,1934,0,0,0,3,27,0.9,Perfect,1,2
oscar_oscars_birdman-20150223_013601-20150223_023350,14.67475036,6309,0,0,0,1,29,0.966666667,Perfect,1,3
obama_president_muslim-20150213_154019-20150213_165345,16.32876712,2044,0,0,0,5,25,0.833333333,High,2,3
golden_awards_disk-20150115_062725-20150115_073408,13.49576723,47841,0,0,0,4,26,0.866666667,High,2,1
children_school_#peshawarattack-20141216_104436-20141216_120017,17.06741259,3575,0,0,0,3,27,0.9,Perfect,1,1
gerrard_steven_free-20150105_155639-20150105_170351,16.27909739,842,0,0,0,1,29,0.966666667,Perfect,1,2
super_katy_bowl-20150129_223301-20150129_233834,15.08702007,166249,0,0,4,6,20,0.666666667,Moderate,3,3
hey_#indvspak_india-20150214_235643-20150215_011903-20150215_023754,16.66233766,77,0,0,1,5,24,0.8,High,2,2
david_carr_times-20150212_221728-20150212_233428,15.12893783,22887,0,0,1,2,27,0.9,Perfect,1,3
liverpool_newcastle_goal-20141101_090302-20141101_095719,14.15453729,1113,0,0,2,1,27,0.9,Perfect,1,1
cowboys_packers_game-20150111_122245-20150111_133606,15.95164922,17766,0,0,0,4,26,0.866666667,High,2,3
cowboys_game_romo-20141027_235136-20141028_012731,17.81445448,2878,0,1,1,7,21,0.7,Moderate,3,2
oscars_congratulations_winners-20150222_233635-20150223_003309,14.56,350,1,0,3,2,24,0.8,High,2,3
arsenal_liverpool_giroud-20141221_102623-20141221_112747,13.23890675,3110,0,0,0,6,24,0.8,High,2,2
harden_james_king-20150123_232020-20150124_002601,10.20987654,81,1,1,5,7,16,0.533333333,Low,4,4
hope_sunday_arsenal-20150118_073935-20150118_083707,17.82926829,41,0,0,5,7,18,0.6,Moderate,3,3
tcu_win_ole-20141231_141323-20141231_154326,19.42196532,519,0,0,0,1,29,0.966666667,Perfect,1,3
music_pic_awards-20150124_013813-20150124_025830,12.04814864,22659,0,0,2,6,22,0.733333333,Moderate,3,2
liverpool_madrid_real-20141022_075603-20141022_085447,14.45331721,72757,0,0,3,3,24,0.8,High,2,3
story_toy_way-20141107_071955-20141107_082554,17.55587808,1378,0,1,1,4,24,0.8,High,2,3
torture_report_cia-20141210_123826-20141210_134728,14.5007674,124447,1,0,2,3,24,0.8,High,2,4
#oscars_dress_looks-20150222_180855-20150222_190326,15.37847534,1115,0,1,1,7,21,0.7,Moderate,3,3
cowboys_next_win-20150104_184648-20150104_193837,18.05013193,1895,1,1,5,6,17,0.566666667,Low,4,2
stuart_scott_espn-20150104_223056-20150104_233041,14.62424829,14467,0,0,0,0,30,1,Perfect,1,3
los_angeles_scott-20150107_225456-20150107_234828,15.38684061,1763,1,0,2,3,24,0.8,High,2,3
george_zimmerman_arrested-20150110_105354-20150110_120210,12.75373754,14448,0,0,0,2,28,0.933333333,Perfect,1,3
cowboys_lions_game-20150104_165315-20150104_174955,16.12543943,17921,1,0,2,4,23,0.766666667,Moderate,3,1
sam_smith_grammy-20150209_184229-20150209_195448-20150209_204205,15.05811872,67603,0,0,2,2,26,0.866666667,High,2,2
nathan_cirillo_killed-20141022_170108-20141022_180604,16.12992759,2486,0,0,1,2,27,0.9,Perfect,1,3
ham_chelsea_west-20141226_053356-20141226_063956,14.10810717,57591,0,0,0,4,26,0.866666667,High,2,2
game_seahawks_super-20150118_181635-20150118_192118,17.68423809,5729,0,0,1,0,29,0.966666667,Perfect,1,2
catch_cowboys_game-20150111_144629-20150111_155923,19.93530311,1963,1,0,2,5,22,0.733333333,Moderate,3,1
super_win_bowl-20150130_135705-20150130_151532,16.01024518,22840,3,0,9,3,15,0.5,Low,4,1
game_bumgarner_series-20141026_224555-20141026_234944,17.04320113,4236,0,0,0,3,27,0.9,Perfect,1,3
thailand_malaysia_game-20141220_082757-20141220_091415,13.40113636,1760,0,0,0,3,27,0.9,Perfect,1,1
dakota_red_carpet-20150222_180855-20150222_190326,16.14585547,3764,0,1,0,4,25,0.833333333,High,2,3
paris_news_france-20150112_005422-20150112_022256,14.85585042,38134,0,0,2,6,22,0.733333333,Moderate,3,2
#charliehebdo_paris_attack-20150107_072714-20150107_085144,14.94014252,12630,0,0,0,1,29,0.966666667,Perfect,1,3
game_tonight_eagles-20141220_194850-20141220_210151,14.97433265,1948,1,0,4,4,21,0.7,Moderate,3,1
rocket_after_live-20141028_190105-20141028_200824,15.98416887,379,0,0,0,1,29,0.966666667,Perfect,1,2
jon_show_stewart-20150211_063150-20150211_075434,14.72048093,62629,0,0,0,2,28,0.933333333,Perfect,1,3
school_shooting_high-20141024_143812-20141024_144435-20141024_145336-20141024_155934,14.67835606,26035,0,0,0,2,28,0.933333333,Perfect,1,4
malaysia_thailand_november-20141126_071656-20141126_082024,13.5625,128,0,0,2,6,22,0.733333333,Moderate,3,3
kobe_dwight_night-20141029_095614-20141029_105156,15.70447284,1252,2,0,1,5,22,0.733333333,Moderate,3,1
police_sunanda_him-20150106_070910-20150106_081233,22.1,10,1,0,4,5,20,0.666666667,Moderate,3,1
east_nfc_cowboys-20141221_195143-20141221_211310,14.65428684,10124,0,0,0,1,29,0.966666667,Perfect,1,2
stuart_scott_him-20150105_003254-20150105_013938-20150105_020207,20.19144981,15064,0,0,0,2,28,0.933333333,Perfect,1,2
sam_smith_grammys-20150208_222440-20150208_231446,13.87296369,60833,0,0,2,2,26,0.866666667,High,2,1
#charliehebdo_attack_paris-20150107_125507-20150107_142330-20150107_153233,14.92079946,13409,0,0,0,2,28,0.933333333,Perfect,1,3
giroud_arsenal_goal-20150118_113226-20150118_124137,12.74542794,1367,1,2,1,2,24,0.8,High,2,2
next_coach_michigan-20141217_174901-20141217_191126,18.72421784,863,1,0,7,15,7,0.233333333,Low,4,2
gaga_lady_grammy-20150208_204025-20150208_213235,14.71541857,12232,1,0,3,6,20,0.666666667,Moderate,3,1
liverpool_chelsea_sterling-20150120_151529-20150120_163854,14.7903481,6320,0,0,0,3,27,0.9,Perfect,1,1
obama_house_white-20150127_153325-20150127_163006-20150127_173421,15.63913898,21881,1,1,4,5,19,0.633333333,Moderate,3,1
liverpool_league_lovren-20150226_131537-20150226_143428-20150226_143623-20150226_144034-20150226_145,15.39705882,1224,0,0,0,4,26,0.866666667,High,2,1
#chapelhillshooting_were_media-20150211_142604-20150211_155244,17.34842995,1656,0,1,4,8,17,0.566666667,Low,4,3
